date,organism_name,name,extraction.endPipetteR,extraction.postPatch,rigOperator,status,roi_major,roi_minor,container,p_container
2020-02-03 15:14:30 -0800,Mouse,Oxtr-T2A-Cre;Ai14-508855.06.02.01,300.0,nucleus_present,lindsayn,SUCCESS,RSPv,layer 5,P8S4_200203_357_A01,P8S4
2020-02-03 15:14:30 -0800,Mouse,Oxtr-T2A-Cre;Ai14-508855.06.02.02,1800.0,nucleus_present,lindsayn,SUCCESS,RSPv,layer 5,P8S4_200203_358_A01,P8S4
2020-02-03 15:49:18 -0800,Mouse,Oxtr-T2A-Cre;Ai14-508855.06.01.01,2500.0,nucleus_present,katherineb,SUCCESS,RSPd,layer 2/3,PES4_200203_657_A01,PES4
2020-02-04 09:49:10 -0800,Mouse,Sst-IRES-Cre;Ai14-508748.06.06.02,2600.0,nucleus_present,kristenh,SUCCESS,ORB,layer 6a,P1S4_200204_002_A01,P1S4
2020-02-04 09:49:10 -0800,Mouse,Sst-IRES-Cre;Ai14-508748.06.06.04,300.0,nucleus_present,kristenh,SUCCESS,ORB,layer 6a,P1S4_200204_004_A01,P1S4
2020-02-04 09:49:10 -0800,Mouse,Sst-IRES-Cre;Ai14-508748.06.06.03,3000.0,nucleus_present,kristenh,SUCCESS,ORB,layer 2/3,P1S4_200204_003_A01,P1S4
2020-02-04 09:49:10 -0800,Mouse,Sst-IRES-Cre;Ai14-508748.06.06.01,7000.0,nucleus_present,kristenh,SUCCESS,ORB,layer 6a,P1S4_200204_001_A01,P1S4
2020-02-04 09:52:06 -0800,Mouse,Sst-IRES-Cre;Ai14-508748.08.06.02,900.0,nucleus_present,ramr,SUCCESS,ORB,layer 5,PAS4_200204_451_A01,PAS4
2020-02-04 09:52:06 -0800,Mouse,Sst-IRES-Cre;Ai14-508748.08.06.04,1900.0,nucleus_present,ramr,SUCCESS,ORB,layer 2/3,PAS4_200204_453_A01,PAS4
2020-02-04 09:52:06 -0800,Mouse,Sst-IRES-Cre;Ai14-508748.08.06.03,260.0,nucleus_present,ramr,SUCCESS,ORB,layer 2/3,PAS4_200204_452_A01,PAS4
2020-02-04 10:04:34 -0800,Mouse,Sst-IRES-Cre;Ai14-508748.05.06.02,4500.0,nucleus_present,katherineb,SUCCESS,ORB,layer 2/3,PES4_200204_652_A01,PES4
2020-02-04 10:04:34 -0800,Mouse,Sst-IRES-Cre;Ai14-508748.05.06.01,4500.0,nucleus_present,katherineb,SUCCESS,CTXsp,CLA,PES4_200204_651_A01,PES4
2020-02-04 10:07:50 -0800,Mouse,Sst-IRES-Cre;Ai14-508748.09.06.01,800.0,nucleus_present,jessicat,SUCCESS,CTXsp,CLA,PFS4_200204_701_A01,PFS4
2020-02-04 10:07:50 -0800,Mouse,Sst-IRES-Cre;Ai14-508748.09.06.02,1000.0,nucleus_present,jessicat,SUCCESS,ORB,layer 2/3,PFS4_200204_702_A01,PFS4
2020-02-04 10:07:50 -0800,Mouse,Sst-IRES-Cre;Ai14-508748.09.06.03,2000.0,nucleus_present,jessicat,SUCCESS,ORB,layer 2/3,PFS4_200204_703_A01,PFS4
2020-02-04 11:13:27 -0800,Mouse,Sst-IRES-Cre;Ai14-508748.10.06.01,2500.0,nucleus_present,lindsayn,SUCCESS,ORB,layer 5,P8S4_200204_351_A01,P8S4
2020-02-04 11:13:27 -0800,Mouse,Sst-IRES-Cre;Ai14-508748.10.06.02,1000.0,nucleus_present,lindsayn,SUCCESS,ORB,layer 5,P8S4_200204_352_A01,P8S4
2020-02-04 11:27:11 -0800,Mouse,Sst-IRES-Cre;Ai14-508748.07.06.02,2000.0,nucleus_present,katherineb,SUCCESS,ORB,layer 2/3,PES4_200204_654_A01,PES4
2020-02-04 11:27:11 -0800,Mouse,Sst-IRES-Cre;Ai14-508748.07.06.01,5000.0,nucleus_present,katherineb,SUCCESS,CTXsp,CLA,PES4_200204_653_A01,PES4
2020-02-04 11:27:11 -0800,Mouse,Sst-IRES-Cre;Ai14-508748.07.06.03,400.0,nucleus_present,katherineb,SUCCESS,ORB,layer 2/3,PES4_200204_655_A01,PES4
2020-02-04 12:51:21 -0800,Mouse,Penk-IRES2-Cre-neo;Slc17a6-IRES2-FlpO-508719-Ai65.07.09.01,2000.0,nucleus_present,kristenh,SUCCESS,RSPd,layer 2/3,P1S4_200204_005_A01,P1S4
2020-02-04 13:19:21 -0800,Mouse,Penk-IRES2-Cre-neo;Slc17a6-IRES2-FlpO-508719-Ai65.09.09.02,3000.0,nucleus_present,jessicat,SUCCESS,RSPd,layer 2/3,PFS4_200204_705_A01,PFS4
2020-02-04 13:19:21 -0800,Mouse,Penk-IRES2-Cre-neo;Slc17a6-IRES2-FlpO-508719-Ai65.09.09.01,2000.0,nucleus_present,jessicat,SUCCESS,RSPd,layer 2/3,PFS4_200204_704_A01,PFS4
2020-02-04 13:23:01 -0800,Mouse,Penk-IRES2-Cre-neo;Slc17a6-IRES2-FlpO-508719-Ai65.08.09.01,2000.0,nucleus_present,lindsayn,SUCCESS,RSPv,layer 2/3,P8S4_200204_353_A01,P8S4
2020-02-04 13:48:13 -0800,Human,H20.03.303.11.03.01.05,2600.0,nucleus_present,katherineb,SUCCESS,TCx,layer 1,PES4_200204_660_A01,PES4
2020-02-04 13:48:13 -0800,Human,H20.03.303.11.03.01.06,2600.0,nucleus_present,katherineb,SUCCESS,TCx,layer 1,PES4_200204_661_A01,PES4
2020-02-04 13:48:13 -0800,Human,H20.03.303.11.03.01.03,6000.0,nucleus_present,katherineb,SUCCESS,TCx,layer 4,PES4_200204_658_A01,PES4
2020-02-04 13:48:13 -0800,Human,H20.03.303.11.03.01.02,4000.0,nucleus_present,katherineb,SUCCESS,TCx,layer 4,PES4_200204_657_A01,PES4
2020-02-04 13:48:13 -0800,Human,H20.03.303.11.03.01.08,5000.0,nucleus_present,katherineb,SUCCESS,TCx,layer 1,PES4_200204_663_A01,PES4
2020-02-04 13:48:13 -0800,Human,H20.03.303.11.03.01.09,1500.0,nucleus_present,katherineb,SUCCESS,TCx,layer 1,PES4_200204_664_A01,PES4
2020-02-04 13:48:13 -0800,Human,H20.03.303.11.03.01.04,5000.0,nucleus_present,katherineb,SUCCESS,TCx,layer 1,PES4_200204_659_A01,PES4
2020-02-04 13:48:13 -0800,Human,H20.03.303.11.03.01.07,150.0,nucleus_present,katherineb,SUCCESS,TCx,layer 1,PES4_200204_662_A01,PES4
2020-02-04 13:48:13 -0800,Human,H20.03.303.11.03.01.01,5000.0,nucleus_present,katherineb,SUCCESS,TCx,layer 4,PES4_200204_656_A01,PES4
2020-02-04 13:59:07 -0800,Human,H20.03.303.11.04.01.07,2000.0,nucleus_present,lindsayn,SUCCESS,TCx,layer 4,P8S4_200204_360_A01,P8S4
2020-02-04 13:59:07 -0800,Human,H20.03.303.11.04.01.04,2000.0,nucleus_present,lindsayn,SUCCESS,TCx,layer 4,P8S4_200204_357_A01,P8S4
2020-02-04 13:59:07 -0800,Human,H20.03.303.11.04.01.06,2000.0,nucleus_present,lindsayn,SUCCESS,TCx,layer 1,P8S4_200204_359_A01,P8S4
2020-02-04 13:59:07 -0800,Human,H20.03.303.11.04.01.01,1500.0,nucleus_present,lindsayn,SUCCESS,TCx,layer 4,P8S4_200204_354_A01,P8S4
2020-02-04 13:59:07 -0800,Human,H20.03.303.11.04.01.02,400.0,nucleus_present,lindsayn,SUCCESS,TCx,layer 4,P8S4_200204_355_A01,P8S4
2020-02-04 13:59:07 -0800,Human,H20.03.303.11.04.01.03,2000.0,nucleus_present,lindsayn,SUCCESS,TCx,layer 4,P8S4_200204_356_A01,P8S4
2020-02-04 13:59:07 -0800,Human,H20.03.303.11.04.01.05,1000.0,nucleus_present,lindsayn,SUCCESS,TCx,layer 4,P8S4_200204_358_A01,P8S4
2020-02-04 14:08:11 -0800,Mouse,Penk-IRES2-Cre-neo;Slc17a6-IRES2-FlpO-508719-Ai65.10.09.03,3100.0,nucleus_present,kristenh,SUCCESS,RSPv,layer 2/3,P1S4_200204_008_A01,P1S4
2020-02-04 14:08:11 -0800,Mouse,Penk-IRES2-Cre-neo;Slc17a6-IRES2-FlpO-508719-Ai65.10.09.02,2200.0,nucleus_present,kristenh,SUCCESS,RSPv,layer 2/3,P1S4_200204_007_A01,P1S4
2020-02-04 14:08:11 -0800,Mouse,Penk-IRES2-Cre-neo;Slc17a6-IRES2-FlpO-508719-Ai65.10.09.01,1900.0,nucleus_present,kristenh,SUCCESS,RSPd,layer 2/3,P1S4_200204_006_A01,P1S4
2020-02-04 14:13:07 -0800,Human,H20.03.303.11.08.01.03,1600.0,nucleus_present,ramr,SUCCESS,TCx,layer 1,PAS4_200204_456_A01,PAS4
2020-02-04 14:13:07 -0800,Human,H20.03.303.11.08.01.04,1900.0,nucleus_present,ramr,SUCCESS,TCx,layer 1,PAS4_200204_457_A01,PAS4
2020-02-04 14:13:07 -0800,Human,H20.03.303.11.08.01.02,2000.0,nucleus_present,ramr,SUCCESS,TCx,layer 1,PAS4_200204_455_A01,PAS4
2020-02-04 14:13:07 -0800,Human,H20.03.303.11.08.01.06,110.0,nucleus_present,ramr,SUCCESS,TCx,layer 4,PAS4_200204_459_A01,PAS4
2020-02-04 14:13:07 -0800,Human,H20.03.303.11.08.01.07,3.2,nucleus_present,ramr,SUCCESS,TCx,layer 4,PAS4_200204_460_A01,PAS4
2020-02-04 14:13:07 -0800,Human,H20.03.303.11.08.01.01,1400.0,nucleus_present,ramr,SUCCESS,TCx,layer 1,PAS4_200204_454_A01,PAS4
2020-02-04 14:13:07 -0800,Human,H20.03.303.11.08.01.05,1000.0,nucleus_present,ramr,SUCCESS,TCx,layer 1,PAS4_200204_458_A01,PAS4
2020-02-06 09:31:20 -0800,Mouse,Sst-IRES-Cre;Ai14-508750.08.06.01,3000.0,nucleus_present,kristenh,SUCCESS,CTXsp,CLA,P1S4_200206_001_A01,P1S4
2020-02-06 09:32:40 -0800,Mouse,Sst-IRES-Cre;Ai14-508750.09.06.01,2700.0,nucleus_present,ramr,SUCCESS,CTXsp,CLA,PAS4_200206_451_A01,PAS4
2020-02-06 09:48:13 -0800,Mouse,Sst-IRES-Cre;Ai14-508750.10.06.03,1100.0,nucleus_present,lindsayn,SUCCESS,ORB,layer 5,P8S4_200206_352_A01,P8S4
2020-02-06 09:48:13 -0800,Mouse,Sst-IRES-Cre;Ai14-508750.10.06.04,1800.0,nucleus_present,lindsayn,SUCCESS,ORB,layer 5,P8S4_200206_353_A01,P8S4
2020-02-06 09:48:13 -0800,Mouse,Sst-IRES-Cre;Ai14-508750.10.06.01,1700.0,nucleus_present,lindsayn,SUCCESS,ORB,layer 5,P8S4_200206_351_A01,P8S4
2020-02-06 10:05:33 -0800,Mouse,Sst-IRES-Cre;Ai14-508750.07.06.02,2000.0,nucleus_present,jessicat,SUCCESS,CTXsp,CLA,PFS4_200206_702_A01,PFS4
2020-02-06 10:05:33 -0800,Mouse,Sst-IRES-Cre;Ai14-508750.07.06.01,1500.0,nucleus_present,jessicat,SUCCESS,CTXsp,CLA,PFS4_200206_701_A01,PFS4
2020-02-06 10:05:33 -0800,Mouse,Sst-IRES-Cre;Ai14-508750.07.06.03,1500.0,nucleus_present,jessicat,SUCCESS,ORB,layer 5,PFS4_200206_703_A01,PFS4
2020-02-06 10:15:45 -0800,Mouse,Sst-IRES-Cre;Ai14-508750.05.06.01,2300.0,nucleus_present,katherineb,SUCCESS,CTXsp,CLA,PES4_200206_651_A01,PES4
2020-02-06 11:20:26 -0800,Mouse,Sst-IRES-Cre;Ai14-508750.11.06.01,2300.0,nucleus_present,ramr,SUCCESS,CTXsp,CLA,PAS4_200206_452_A01,PAS4
2020-02-06 11:30:00 -0800,Mouse,Sst-IRES-Cre;Ai14-508750.04.06.01,5000.0,nucleus_present,katherineb,SUCCESS,CTXsp,CLA,PES4_200206_652_A01,PES4
2020-02-06 13:34:56 -0800,Mouse,Penk-IRES2-Cre-neo;Slc17a6-IRES2-FlpO-508935-Ai65.07.09.02,50.0,nucleus_present,lindsayn,SUCCESS,RSPd,layer 2/3,P8S4_200206_354_A01,P8S4
2020-02-06 13:46:10 -0800,Mouse,Penk-IRES2-Cre-neo;Slc17a6-IRES2-FlpO-508935-Ai65.10.09.03,1000.0,nucleus_present,jessicat,SUCCESS,RSPd,layer 2/3,PFS4_200206_706_A01,PFS4
2020-02-06 13:46:10 -0800,Mouse,Penk-IRES2-Cre-neo;Slc17a6-IRES2-FlpO-508935-Ai65.10.09.01,2000.0,nucleus_present,jessicat,SUCCESS,RSPv,layer 2/3,PFS4_200206_704_A01,PFS4
2020-02-06 13:46:10 -0800,Mouse,Penk-IRES2-Cre-neo;Slc17a6-IRES2-FlpO-508935-Ai65.10.09.04,5000.0,nucleus_present,jessicat,SUCCESS,RSPd,layer 2/3,PFS4_200206_707_A01,PFS4
2020-02-06 13:46:10 -0800,Mouse,Penk-IRES2-Cre-neo;Slc17a6-IRES2-FlpO-508935-Ai65.10.09.02,2000.0,nucleus_present,jessicat,SUCCESS,RSPd,layer 2/3,PFS4_200206_705_A01,PFS4
2020-02-06 13:49:13 -0800,Mouse,Penk-IRES2-Cre-neo;Slc17a6-IRES2-FlpO-508935-Ai65.06.09.02,2500.0,nucleus_present,ramr,SUCCESS,RSPv,layer 2/3,PAS4_200206_454_A01,PAS4
2020-02-06 13:49:13 -0800,Mouse,Penk-IRES2-Cre-neo;Slc17a6-IRES2-FlpO-508935-Ai65.06.09.01,1000.0,nucleus_present,ramr,SUCCESS,RSPd,layer 2/3,PAS4_200206_453_A01,PAS4
2020-02-06 14:43:31 -0800,Mouse,Oxtr-T2A-Cre;Ai14-510016.02.02.02,1500.0,nucleus_present,katherineb,SUCCESS,RSPv,layer 1,PES4_200206_654_A01,PES4
2020-02-06 14:43:31 -0800,Mouse,Oxtr-T2A-Cre;Ai14-510016.02.02.01,400.0,nucleus_present,katherineb,SUCCESS,RSPd,layer 2/3,PES4_200206_653_A01,PES4
2020-02-06 15:06:47 -0800,Mouse,Oxtr-T2A-Cre;Ai14-510016.01.02.02,50.0,nucleus_present,lindsayn,SUCCESS,RSPd,layer 2/3,P8S4_200206_356_A01,P8S4
2020-02-06 15:06:47 -0800,Mouse,Oxtr-T2A-Cre;Ai14-510016.01.02.01,1000.0,nucleus_present,lindsayn,SUCCESS,RSPd,layer 2/3,P8S4_200206_355_A01,P8S4
2020-02-06 16:36:53 -0800,Mouse,Oxtr-T2A-Cre;Ai14-510016.04.01.01,2000.0,nucleus_present,jessicat,SUCCESS,RSPv,layer 2/3,PFS4_200206_708_A01,PFS4
2020-02-07 09:52:21 -0800,Mouse,Sst-IRES-Cre;Ai14-508753.09.06.02,2800.0,nucleus_present,ramr,SUCCESS,ORB,layer 2/3,PAS4_200207_452_A01,PAS4
2020-02-07 09:52:21 -0800,Mouse,Sst-IRES-Cre;Ai14-508753.09.06.01,1400.0,nucleus_present,ramr,SUCCESS,ORB,layer 5,PAS4_200207_451_A01,PAS4
2020-02-07 09:52:21 -0800,Mouse,Sst-IRES-Cre;Ai14-508753.09.06.03,3300.0,nucleus_present,ramr,SUCCESS,ORB,layer 5,PAS4_200207_453_A01,PAS4
2020-02-07 09:53:06 -0800,Mouse,Sst-IRES-Cre;Ai14-508753.08.06.01,4000.0,nucleus_present,jessicat,SUCCESS,ORB,layer 5,PFS4_200207_701_A01,PFS4
2020-02-07 09:54:40 -0800,Human,H20.03.303.11.52.01.06,5000.0,nucleus_present,katherineb,SUCCESS,TCx,layer 4,PCS4_200207_656_A01,PCS4
2020-02-07 09:54:40 -0800,Human,H20.03.303.11.52.01.01,8.0,nucleus_absent,katherineb,SUCCESS,TCx,layer 3,PCS4_200207_651_A01,PCS4
2020-02-07 09:54:40 -0800,Human,H20.03.303.11.52.01.05,3000.0,nucleus_present,katherineb,SUCCESS,TCx,layer 3,PCS4_200207_655_A01,PCS4
2020-02-07 09:54:40 -0800,Human,H20.03.303.11.52.01.02,3000.0,nucleus_present,katherineb,SUCCESS,TCx,layer 3,PCS4_200207_652_A01,PCS4
2020-02-07 09:54:40 -0800,Human,H20.03.303.11.52.01.03,100.0,nucleus_present,katherineb,SUCCESS,TCx,layer 3,PCS4_200207_653_A01,PCS4
2020-02-07 09:54:40 -0800,Human,H20.03.303.11.52.01.04,3000.0,nucleus_present,katherineb,SUCCESS,TCx,layer 3,PCS4_200207_654_A01,PCS4
2020-02-07 10:02:31 -0800,Human,H20.03.303.11.51.01.06,1000.0,nucleus_present,lindsayn,SUCCESS,TCx,layer 5,PCS4_200207_356_A01,PCS4
2020-02-07 10:02:31 -0800,Human,H20.03.303.11.51.01.08,2000.0,nucleus_present,lindsayn,SUCCESS,TCx,layer 5,PCS4_200207_358_A01,PCS4
2020-02-07 10:02:31 -0800,Human,H20.03.303.11.51.01.04,2000.0,nucleus_present,lindsayn,SUCCESS,TCx,layer 5,PCS4_200207_354_A01,PCS4
2020-02-07 10:02:31 -0800,Human,H20.03.303.11.51.01.05,2000.0,nucleus_present,lindsayn,SUCCESS,TCx,layer 3,PCS4_200207_355_A01,PCS4
2020-02-07 10:02:31 -0800,Human,H20.03.303.11.51.01.09,1000.0,nucleus_present,lindsayn,SUCCESS,TCx,layer 5,PCS4_200207_359_A01,PCS4
2020-02-07 10:02:31 -0800,Human,H20.03.303.11.51.01.01,400.0,nucleus_absent,lindsayn,SUCCESS,TCx,layer 5,PCS4_200207_351_A01,PCS4
2020-02-07 10:02:31 -0800,Human,H20.03.303.11.51.01.03,2000.0,nucleus_present,lindsayn,SUCCESS,TCx,layer 4,PCS4_200207_353_A01,PCS4
2020-02-07 10:02:31 -0800,Human,H20.03.303.11.51.01.07,500.0,nucleus_present,lindsayn,SUCCESS,TCx,layer 3,PCS4_200207_357_A01,PCS4
2020-02-07 10:02:31 -0800,Human,H20.03.303.11.51.01.02,1000.0,nucleus_present,lindsayn,SUCCESS,TCx,layer 5,PCS4_200207_352_A01,PCS4
2020-02-07 10:14:34 -0800,Mouse,Sst-IRES-Cre;Ai14-508753.07.06.02,5000.0,nucleus_present,kristenh,SUCCESS,ORB,layer 5,P1S4_200207_001_A01,P1S4
2020-02-07 12:31:16 -0800,Mouse,Penk-IRES2-Cre-neo;Slc17a6-IRES2-FlpO-508937-Ai65.08.09.04,2000.0,nucleus_present,jessicat,SUCCESS,RSPv,layer 2/3,PFS4_200207_704_A01,PFS4
2020-02-07 12:31:16 -0800,Mouse,Penk-IRES2-Cre-neo;Slc17a6-IRES2-FlpO-508937-Ai65.08.09.02,2000.0,nucleus_present,jessicat,SUCCESS,RSPd,layer 2/3,PFS4_200207_702_A01,PFS4
2020-02-07 12:31:16 -0800,Mouse,Penk-IRES2-Cre-neo;Slc17a6-IRES2-FlpO-508937-Ai65.08.09.03,3000.0,nucleus_present,jessicat,SUCCESS,RSPd,layer 2/3,PFS4_200207_703_A01,PFS4
2020-02-07 15:42:26 -0800,Mouse,Nos1-CreERT2;Sst-IRES-FlpO;Ai65-510005.09.02.01,2600.0,nucleus_present,jessicat,SUCCESS,RSPv,layer 6a,PFS4_200207_705_A01,PFS4
2020-02-10 10:22:40 -0800,Mouse,Ctgf-T2A-dgCre;Ai14-509689.04.02.01,2000.0,nucleus_present,katherineb,SUCCESS,VISp,layer 6b,PES4_200210_652_A01,PES4
2020-02-10 11:26:22 -0800,Mouse,Slc32a1-IRES-Cre;Sncg-IRES2-FlpO;Ai65-509355.09.01.01,2000.0,nucleus_present,katherineb,SUCCESS,VISp,layer 6b,PES4_200210_654_A01,PES4
2020-02-10 11:26:22 -0800,Mouse,Ctgf-T2A-dgCre;Ai14-509689.04.02.02,2000.0,nucleus_present,katherineb,SUCCESS,VISp,layer 6b,PES4_200210_653_A01,PES4
2020-02-10 11:57:33 -0800,Mouse,Ctgf-T2A-dgCre;Ai14-509689.04.01.01,3400.0,nucleus_present,ramr,SUCCESS,VISp,layer 6b,PAS4_200210_451_A01,PAS4
2020-02-10 14:26:57 -0800,Mouse,Slc32a1-IRES-Cre;Sncg-IRES2-FlpO;Ai65-509355.09.01.02,5000.0,nucleus_present,katherineb,SUCCESS,HIP,CA1,PES4_200210_655_A01,PES4
2020-02-10 14:26:57 -0800,Mouse,Ctgf-T2A-dgCre;Ai14-509689.05.02.01,200.0,nucleus_present,katherineb,SUCCESS,HIP,CA1,PES4_200210_651_A01,PES4
2020-02-10 15:36:04 -0800,Mouse,Slc32a1-IRES-Cre;Sncg-IRES2-FlpO;Ai65-509355.08.01.01,5000.0,nucleus_present,katherineb,SUCCESS,HIP,CA1,PES4_200210_656_A01,PES4
2020-02-11 10:17:35 -0800,Human,H20.03.303.11.55.01.02,20.0,nucleus_absent,katherineb,SUCCESS,TCx,layer 2,PCS4_200211_652_A01,PCS4
2020-02-11 10:17:35 -0800,Human,H20.03.303.11.55.01.01,5000.0,nucleus_present,katherineb,SUCCESS,TCx,layer 3,PCS4_200211_651_A01,PCS4
2020-02-11 10:17:35 -0800,Human,H20.03.303.11.55.01.03,20.0,nucleus_absent,katherineb,SUCCESS,TCx,layer 2,PCS4_200211_653_A01,PCS4
2020-02-11 10:27:34 -0800,Mouse,Ctgf-T2A-dgCre;Ai14-509691.05.01.02,1300.0,nucleus_present,kristenh,SUCCESS,VISp,layer 6b,P1S4_200211_001_A01,P1S4
2020-02-11 10:27:34 -0800,Mouse,Ctgf-T2A-dgCre;Ai14-509691.05.01.04,1500.0,nucleus_present,kristenh,SUCCESS,VISp,layer 6b,P1S4_200211_003_A01,P1S4
2020-02-11 10:27:34 -0800,Mouse,Ctgf-T2A-dgCre;Ai14-509691.05.01.03,3600.0,nucleus_present,kristenh,SUCCESS,VISp,layer 6b,P1S4_200211_002_A01,P1S4
2020-02-11 10:45:48 -0800,Mouse,Ctgf-T2A-dgCre;Ai14-509691.04.02.01,1500.0,nucleus_present,ramr,SUCCESS,VISp,layer 6b,PAS4_200211_451_A01,PAS4
2020-02-11 11:14:01 -0800,Mouse,Ctgf-T2A-dgCre;Ai14-509691.03.02.01,2000.0,nucleus_present,lindsayn,SUCCESS,VISp,layer 6b,P8S4_200211_351_A01,P8S4
2020-02-11 11:14:01 -0800,Mouse,Ctgf-T2A-dgCre;Ai14-509691.03.02.02,2000.0,nucleus_present,lindsayn,SUCCESS,VISp,layer 6b,P8S4_200211_352_A01,P8S4
2020-02-11 11:17:39 -0800,Mouse,Ctgf-T2A-dgCre;Ai14-509691.04.01.01,200.0,nucleus_present,ramr,SUCCESS,VISp,layer 6b,PAS4_200211_452_A01,PAS4
2020-02-11 13:21:55 -0800,Mouse,Slc32a1-IRES-Cre;Sncg-IRES2-FlpO;Ai65-509370.02.02.01,2.8,nucleus_absent,ramr,SUCCESS,HIP,CA1,PAS4_200211_453_A01,PAS4
2020-02-11 13:46:18 -0800,Mouse,Slc32a1-IRES-Cre;Sncg-IRES2-FlpO;Ai65-509370.03.01.02,4500.0,nucleus_present,kristenh,SUCCESS,HIP,CA1,P1S4_200211_004_A01,P1S4
2020-02-11 13:50:40 -0800,Mouse,Slc32a1-IRES-Cre;Sncg-IRES2-FlpO;Ai65-509370.03.02.02,800.0,nucleus_present,lindsayn,SUCCESS,HIP,CA1,P8S4_200211_354_A01,P8S4
2020-02-11 13:50:40 -0800,Mouse,Slc32a1-IRES-Cre;Sncg-IRES2-FlpO;Ai65-509370.03.02.01,2000.0,nucleus_present,lindsayn,SUCCESS,HIP,CA1,P8S4_200211_353_A01,P8S4
2020-02-11 14:58:24 -0800,Mouse,Oxtr-T2A-Cre;Ai14-510022.10.01.01,70.0,nucleus_present,lindsayn,SUCCESS,RSPv,layer 5,P8S4_200211_355_A01,P8S4
2020-02-11 14:58:24 -0800,Mouse,Oxtr-T2A-Cre;Ai14-510022.10.01.02,2000.0,nucleus_present,lindsayn,SUCCESS,RSPv,layer 2/3,P8S4_200211_356_A01,P8S4
